player,team,nation,pos,age,born,league,season,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_MP_playing_time,Playing Time_Min_playing_time,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_playing_time,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Oscar Bobb,Manchester City,NOR,MF,20,2003,ENG-Premier League,2324,14,2,302,3.4,1,1,2,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6,3.4,1,4,2,50.0,1.19,0.6,0.25,0.5,0,0,14,302.0,22.0,8.8,3.4,2,75.0,1,12,13.0,21,2.57,12.0,4.0,8.0,2.38,0.83,3.4,0,0,0,2,3,0,5,5,3,,,0
Phil Foden,Manchester City,ENG,MF,23,2000,ENG-Premier League,2324,35,33,2857,31.7,19,8,27,19,0,0,2,0,0.6,0.25,0.85,0.6,0.85,31.7,19,105,48,45.7,3.31,1.51,0.18,0.4,0,0,35,2857.0,82.0,83.5,31.7,33,85.0,19,2,25.0,2,2.34,74.0,27.0,47.0,1.48,-0.92,31.7,2,0,0,14,60,5,88,12,20,,,0
Rico Lewis,Manchester City,ENG,"DF,MF",18,2004,ENG-Premier League,2324,16,8,809,9.0,2,0,2,2,0,0,1,0,0.22,0.0,0.22,0.22,0.22,9.0,2,5,4,80.0,0.56,0.44,0.4,0.5,0,0,16,809.0,51.0,23.7,9.0,8,83.0,4,8,19.0,22,2.25,26.0,8.0,18.0,2.0,0.49,9.0,1,0,0,7,20,0,1,4,7,,,0
Rodri,Manchester City,ESP,"MF,DF",27,1996,ENG-Premier League,2324,34,34,2931,32.6,8,9,17,8,0,0,8,1,0.25,0.28,0.52,0.25,0.52,32.6,8,62,22,35.5,1.9,0.68,0.13,0.36,0,0,34,2931.0,86.0,85.7,32.6,34,86.0,27,0,,1,2.59,87.0,26.0,61.0,1.87,1.69,32.6,8,1,0,41,35,6,12,25,43,,,0
Rúben Dias,Manchester City,POR,"DF,MF",26,1997,ENG-Premier League,2324,30,28,2559,28.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,28.4,0,20,8,40.0,0.7,0.28,0.0,0.0,0,0,30,2559.0,85.0,74.8,28.4,28,90.0,28,2,20.0,5,2.3,65.0,28.0,37.0,1.3,-1.31,28.4,0,0,0,23,15,0,13,30,21,,,1
Sergio Gómez,Manchester City,ESP,"DF,MF",22,2000,ENG-Premier League,2324,6,0,53,0.6,0,1,1,0,0,0,0,0,0.0,1.7,1.7,0.0,1.7,0.6,0,2,0,0.0,3.4,0.0,0.0,,0,0,6,53.0,9.0,1.5,0.6,0,,0,6,9.0,26,3.0,3.0,1.0,2.0,3.4,1.79,0.6,0,0,0,2,0,1,4,1,0,,,0
Aaron Wan-Bissaka,Manchester Utd,COD,DF,25,1997,ENG-Premier League,2324,22,20,1780,19.8,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,19.8,0,3,1,33.3,0.15,0.05,0.0,0.0,0,0,22,1780.0,81.0,52.0,19.8,20,88.0,16,2,11.0,3,1.32,30.0,34.0,-4.0,-0.2,-0.37,19.8,4,0,0,17,9,0,12,39,25,,,0
Alejandro Garnacho,Manchester Utd,ARG,MF,19,2004,ENG-Premier League,2324,36,30,2565,28.5,7,4,11,7,0,0,4,0,0.25,0.14,0.39,0.25,0.39,28.5,7,100,28,28.0,3.51,0.98,0.07,0.25,0,0,36,2565.0,71.0,75.0,28.5,30,82.0,12,6,19.0,2,1.5,43.0,39.0,4.0,0.14,0.67,28.5,4,0,0,20,54,15,59,18,15,,,0
Amad Diallo,Manchester Utd,CIV,MF,21,2002,ENG-Premier League,2324,9,3,390,4.3,1,1,2,1,0,0,1,0,0.23,0.23,0.46,0.23,0.46,4.3,1,10,4,40.0,2.31,0.92,0.1,0.25,0,0,9,390.0,43.0,11.4,4.3,3,75.0,0,6,28.0,8,1.22,10.0,6.0,4.0,0.92,1.07,4.3,1,0,0,5,4,0,1,1,4,,,0
Anthony Martial,Manchester Utd,FRA,FW,27,1995,ENG-Premier League,2324,13,5,448,5.0,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,5.0,1,6,4,66.7,1.21,0.8,0.17,0.25,0,0,13,448.0,34.0,13.1,5.0,5,65.0,0,8,16.0,3,1.38,11.0,6.0,5.0,1.0,1.19,5.0,0,0,0,3,6,3,0,0,1,,,0
Antony,Manchester Utd,BRA,MF,23,2000,ENG-Premier League,2324,29,15,1324,14.7,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,14.7,1,43,16,37.2,2.92,1.09,0.02,0.06,0,0,29,1324.0,46.0,38.7,14.7,15,73.0,3,14,16.0,4,1.41,20.0,26.0,-6.0,-0.41,-0.62,14.7,5,0,0,19,32,2,15,11,22,,,0
Bruno Fernandes,Manchester Utd,POR,MF,28,1994,ENG-Premier League,2324,35,35,3118,34.6,10,8,18,6,4,5,9,0,0.29,0.23,0.52,0.17,0.4,34.6,10,95,41,43.2,2.74,1.18,0.06,0.15,4,5,35,3118.0,89.0,91.2,34.6,35,89.0,33,0,,0,1.69,55.0,52.0,3.0,0.09,1.28,34.6,9,0,0,41,27,13,225,25,37,,,0
Casemiro,Manchester Utd,BRA,"MF,DF",31,1992,ENG-Premier League,2324,25,24,1982,22.0,1,2,3,1,0,0,7,0,0.05,0.09,0.14,0.05,0.14,22.0,1,39,9,23.1,1.77,0.41,0.03,0.11,0,0,25,1982.0,79.0,58.0,22.0,24,82.0,18,1,11.0,1,1.6,36.0,34.0,2.0,0.09,0.28,22.0,7,0,0,30,10,6,13,18,54,,,0
Christian Eriksen,Manchester Utd,DEN,MF,31,1992,ENG-Premier League,2324,22,12,1141,12.7,1,2,3,1,0,0,1,0,0.08,0.16,0.24,0.08,0.24,12.7,1,13,4,30.8,1.03,0.32,0.08,0.25,0,0,22,1141.0,52.0,33.4,12.7,12,78.0,5,10,20.0,11,1.45,20.0,27.0,-7.0,-0.55,-0.79,12.7,1,0,0,6,3,1,42,4,14,,,0
Daniel Gore,Manchester Utd,ENG,MF,18,2004,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0,0,0,1,0,0,1,1,,,0
Diogo Dalot,Manchester Utd,POR,DF,24,1999,ENG-Premier League,2324,36,35,3174,35.3,2,3,5,2,0,0,6,1,0.06,0.09,0.14,0.06,0.14,35.3,2,30,7,23.3,0.85,0.2,0.07,0.29,0,0,36,3174.0,88.0,92.8,35.3,35,90.0,34,1,25.0,1,1.58,56.0,55.0,1.0,0.03,0.76,35.3,6,1,1,45,14,2,81,38,50,,,0
Donny van de Beek,Manchester Utd,NED,MF,26,1997,ENG-Premier League,2324,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,30.0,0.0,0.0,,0,0,1,3.0,3.0,0.1,0.0,0,,0,1,3.0,11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0,0,0,0,0,0,0,0,0,,,0
Ethan Wheatley,Manchester Utd,ENG,FW,17,2006,ENG-Premier League,2324,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,3,16.0,5.0,0.5,0.2,0,,0,3,5.0,2,1.0,0.0,0.0,0.0,0.0,0.03,0.2,0,0,0,3,0,0,0,2,1,,,0
Facundo Pellistri,Manchester Utd,URU,MF,21,2001,ENG-Premier League,2324,9,1,172,1.9,0,1,1,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,1.9,0,4,2,50.0,2.09,1.05,0.0,0.0,0,0,9,172.0,19.0,5.0,1.9,1,60.0,0,8,14.0,11,1.11,2.0,2.0,0.0,0.0,0.03,1.9,0,0,0,4,6,0,5,1,2,,,0
Hannibal Mejbri,Manchester Utd,TUN,MF,20,2003,ENG-Premier League,2324,5,1,133,1.5,1,0,1,1,0,0,1,0,0.68,0.0,0.68,0.68,0.68,1.5,1,1,1,100.0,0.68,0.68,1.0,1.0,0,0,5,133.0,27.0,3.9,1.5,1,90.0,1,4,11.0,9,2.0,2.0,1.0,1.0,0.68,0.73,1.5,1,0,0,5,6,1,1,0,3,,,0
Harry Maguire,Manchester Utd,ENG,DF,30,1993,ENG-Premier League,2324,22,18,1653,18.4,2,2,4,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,18.4,2,20,3,15.0,1.09,0.16,0.1,0.67,0,0,22,1653.0,75.0,48.3,18.4,18,88.0,17,4,20.0,3,1.68,33.0,29.0,4.0,0.22,0.47,18.4,4,0,0,21,10,6,4,24,17,,,0
Jadon Sancho,Manchester Utd,ENG,"FW,MF",23,2000,ENG-Premier League,2324,3,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,,0.0,0.0,,,0,0,3,79.0,26.0,2.3,0.9,0,,0,3,26.0,0,2.0,2.0,1.0,1.0,1.14,1.19,0.9,0,0,0,0,2,1,1,1,1,,,0
Jonny Evans,Manchester Utd,NIR,DF,35,1988,ENG-Premier League,2324,23,15,1392,15.5,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,15.5,0,1,0,0.0,0.06,0.0,0.0,,0,0,23,1392.0,61.0,40.7,15.5,15,85.0,9,8,15.0,3,1.65,21.0,24.0,-3.0,-0.19,-0.28,15.5,2,0,0,17,13,0,0,23,15,,,0
Kobbie Mainoo,Manchester Utd,ENG,MF,18,2005,ENG-Premier League,2324,24,24,1924,21.4,3,1,4,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19,21.4,3,11,5,45.5,0.51,0.23,0.27,0.6,0,0,24,1924.0,80.0,56.3,21.4,24,80.0,7,0,,5,1.5,33.0,31.0,2.0,0.09,0.27,21.4,3,0,0,16,23,0,7,22,26,,,0
Lisandro Martínez,Manchester Utd,ARG,DF,25,1998,ENG-Premier League,2324,11,8,646,7.2,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,7.2,0,0,0,,0.0,0.0,,,0,0,11,646.0,59.0,18.9,7.2,8,74.0,2,3,19.0,0,1.82,12.0,12.0,0.0,0.0,0.03,7.2,3,0,0,6,3,0,2,5,9,,,1
Luke Shaw,Manchester Utd,ENG,DF,28,1995,ENG-Premier League,2324,12,12,959,10.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,10.7,0,2,0,0.0,0.19,0.0,0.0,,0,0,12,959.0,80.0,28.0,10.7,12,80.0,7,0,,0,1.83,16.0,13.0,3.0,0.28,0.43,10.7,6,0,0,14,3,0,33,6,9,,,0
